Branch Code,City,Age,Avg. Annual Income/Month,Balance Q1,NumOfProducts Q1,HasCrCard Q1,ActiveMember Q1,Balance Q2,NumOfProducts Q2,HasCrCard Q2,ActiveMember Q2,Balance Q3,NumOfProducts Q3,HasCrCard Q3,ActiveMember Q3,Balance Q4,NumOfProducts Q4,HasCrCard Q4,ActiveMember Q4
1011,Bandung,64,23000000,69280616.15,1,1,0,69280616.15,1,1,0,68786248.15,1,1,1,68762102.15,1,1,1
1015,Bandung,43,27000000,86624177.78,2,1,1,86175385.78,2,1,1,86393483.78,2,1,1,86259887.78,2,1,1
1014,Bandung,26,31000000,44974232.47,2,1,0,44646684.47,2,1,1,44195684.47,2,1,1,43773248.47,2,1,1
1015,Bandung,48,25000000,119176748.1,3,0,0,119028946.1,3,0,1,119028946.1,3,0,0,119028946.1,3,1,0
1014,Bandung,53,20000000,120185873.7,1,1,1,120185873.7,1,1,0,120092822.7,1,1,1,120092822.7,1,1,0
1014,Bandung,52,18000000,0.0,1,1,0,1377891.66,1,1,1,1377891.66,2,1,0,1249273.66,2,1,1
1011,Bandung,46,30000000,165717047.0,1,1,0,165272480.0,2,1,1,165656821.0,2,1,1,165188955.0,2,1,1
1011,Bandung,54,25000000,0.0,1,1,0,0.0,1,1,0,102505.3,2,1,1,33223.3,2,1,1
1012,Bandung,68,17000000,38296665.92,1,1,1,38296665.92,1,1,0,37805658.92,1,1,1,37805658.92,1,1,0
1012,Bandung,53,30000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1014,Bandung,52,17000000,41163372.07,1,0,0,41289738.07,1,0,1,41289738.07,1,0,0,41289738.07,1,1,0
1015,Bandung,30,24000000,33543734.73,1,1,1,33543734.73,1,1,0,33543734.73,2,1,0,33638140.73,2,1,1
1014,Bandung,63,26000000,157342870.1,2,0,0,157342870.1,2,0,0,157249245.1,2,0,1,157249245.1,2,1,0
1014,Bandung,54,27000000,0.0,1,1,1,1090072.98,1,1,1,1090072.98,1,1,0,1078116.98,1,1,1
1011,Bandung,35,60000000,50428587.49,1,1,0,49946569.49,2,1,1,49857376.49,2,1,1,50287817.49,2,1,1
1012,Bandung,54,25000000,163072886.8,1,1,0,162939508.8,1,1,1,162939508.8,1,1,0,162873126.8,1,1,1
1014,Bandung,56,27000000,138432354.5,1,1,1,138903360.5,1,1,1,138826180.5,1,1,1,138826180.5,1,1,0
1012,Bandung,45,43000000,0.0,2,1,0,0.0,2,1,0,1030585.68,2,1,1,779738.68,2,1,1
1013,Bandung,33,22000000,106428091.2,1,1,0,106136231.2,1,1,1,105951100.2,1,1,1,106416760.2,1,1,1
1015,Bandung,27,26000000,73385935.8,3,0,0,73119021.8,3,0,1,73119021.8,3,0,0,72664620.8,3,1,1
1012,Bandung,22,15000000,0.0,2,1,0,477578.3,2,1,1,231956.3,2,1,1,231956.3,2,1,0
1011,Bandung,66,19000000,151505160.8,2,1,1,151116356.8,3,1,1,150802046.8,3,1,1,150750285.8,3,1,1
1011,Bandung,70,0,73334584.97,1,1,1,72845145.97,1,1,1,72845145.97,1,1,0,73006227.97,1,1,1
1014,Bandung,26,27000000,0.0,1,1,0,1096082.94,1,1,1,1303483.94,1,1,1,1640677.94,1,1,1
1014,Bandung,47,23000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1013,Bandung,33,29000000,76721243.4,1,0,0,76721243.4,1,0,0,76790547.4,1,0,1,76448986.4,1,1,1
1015,Bandung,31,29000000,173827179.1,1,1,1,173827179.1,1,1,0,173827179.1,1,1,0,173541783.1,1,1,1
1015,Bandung,67,23000000,106528721.7,1,1,1,106147398.7,1,1,1,105810995.7,1,1,1,105810995.7,1,1,0
1013,Bandung,38,17000000,19371970.44,2,1,0,19631237.44,2,1,1,19976188.44,2,1,1,20173828.44,2,1,1
1012,Bandung,25,16000000,0.0,1,1,0,494725.84,1,1,1,118003.84,1,1,1,270504.84,1,1,1
1013,Bandung,30,33000000,33992765.33,3,1,0,33992765.33,3,1,0,34013005.33,3,1,1,34013005.33,3,1,0
1013,Bandung,48,22000000,182788896.6,2,1,0,182788896.6,2,1,0,182788896.6,2,1,0,183030899.6,2,1,1
1014,Bandung,51,27000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0
1013,Bandung,37,56000000,82582911.51,2,1,0,82682153.51,2,1,1,82920093.51,3,1,1,83404530.51,3,1,1
1014,Bandung,65,15000000,0.0,2,1,0,0.0,2,1,0,0.0,3,1,0,0.0,3,1,0
1011,Bandung,24,14000000,89713960.99,1,1,1,90113431.99,2,1,1,90113431.99,2,1,0,90113431.99,2,1,0
1014,Bandung,24,14000000,82159386.34,2,1,1,82159386.34,2,1,0,82159386.34,3,1,0,82159386.34,3,1,0
1014,Bandung,34,43000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,3,1,0
1015,Bandung,36,60000000,0.0,2,1,1,0.0,2,1,0,958469.3,2,1,1,958469.3,2,1,0
1014,Bandung,62,21000000,17349703.38,1,1,1,16910050.38,1,1,1,17301957.38,1,1,1,17344267.38,2,1,1
1013,Bandung,40,22000000,22406028.48,1,1,1,22798819.48,1,1,1,23121123.48,1,1,1,23121123.48,2,1,0
1013,Bandung,32,28000000,19401871.5,3,1,0,19401871.5,3,1,0,19401871.5,3,1,0,19401871.5,3,1,0
1015,Bandung,51,30000000,0.0,2,1,0,426543.88,2,1,1,298078.88,2,1,1,133840.88,2,1,1
1014,Bandung,59,18000000,90062607.6,1,1,0,90248834.6,2,1,1,90266425.6,2,1,1,90701580.6,2,1,1
1013,Bandung,42,13000000,86763019.14,1,1,0,86763019.14,1,1,0,86596333.14,1,1,1,86221192.14,2,1,1
1011,Bandung,26,39000000,17246220.22,1,1,0,17246220.22,1,1,0,17246220.22,1,1,0,16829814.22,2,1,1
1012,Bandung,28,31000000,114540348.9,1,1,1,114540348.9,1,1,0,115014376.9,1,1,1,114841399.9,1,1,1
1013,Bandung,22,13000000,52365561.08,1,1,1,52471066.08,1,1,1,52471066.08,1,1,0,52261782.08,1,1,1
1014,Bandung,61,17000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0
1011,Bandung,36,45000000,111933737.5,2,1,0,112075193.5,2,1,1,112075193.5,2,1,0,112060438.5,2,1,1
1013,Bandung,32,25000000,67363598.57,1,1,0,67363598.57,1,1,0,67363598.57,2,1,0,67391208.57,2,1,1
1012,Bandung,25,11000000,63315705.25,1,1,0,63315705.25,1,1,0,63637898.25,1,1,1,63637898.25,2,1,0
1012,Bandung,39,37000000,19970079.42,1,1,1,19814188.42,1,1,1,19814188.42,1,1,0,19814188.42,1,1,0
1011,Bandung,33,16000000,50558862.45,1,1,1,50998808.45,1,1,1,51169578.45,1,1,1,51495591.45,1,1,1
1015,Bandung,35,18000000,127394135.4,1,1,1,127394135.4,1,1,0,127665560.4,2,1,1,127299225.4,3,1,1
1013,Bandung,33,34000000,0.0,2,1,0,0.0,2,1,0,1340167.7,2,1,1,1340167.7,2,1,0
1011,Bandung,44,57000000,32429477.88,1,1,1,32281381.88,1,1,1,31963034.88,1,1,1,31980944.88,1,1,1
1013,Bandung,25,17000000,0.0,2,1,1,587801.72,2,1,1,1060265.72,2,1,1,1091892.72,2,1,1
1013,Bandung,55,21000000,48423229.6,1,1,0,48337629.6,1,1,1,48316851.6,1,1,1,48316851.6,1,1,0
1014,Bandung,37,58000000,0.0,1,1,0,0.0,1,1,0,0.0,2,1,0,1120866.96,2,1,1
1015,Bandung,28,39000000,0.0,2,1,1,1155821.44,2,1,1,1271301.44,2,1,1,871553.44,2,1,1
1014,Bandung,52,26000000,156687604.2,1,0,0,156701814.2,2,0,1,156399998.2,2,0,1,156812440.2,2,1,1
1013,Bandung,67,29000000,18808057.29,1,1,1,18668133.29,1,1,1,18268585.29,2,1,1,18268585.29,2,1,0
1012,Bandung,27,29000000,110591251.7,1,1,0,111079658.7,1,1,1,111079658.7,1,1,0,111338052.7,1,1,1
1012,Bandung,66,28000000,75124230.98,1,1,0,75003330.98,1,1,1,75003330.98,1,1,0,75444595.98,1,1,1
1014,Bandung,44,39000000,130709636.6,1,1,0,130597537.6,2,1,1,130597537.6,2,1,0,130597537.6,2,1,0
1012,Bandung,24,13000000,45301932.78,1,1,1,45645490.78,1,1,1,45645490.78,1,1,0,45645490.78,1,1,0
1014,Bandung,58,21000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1011,Bandung,56,17000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0
1015,Bandung,60,0,13355215.87,1,1,0,13122860.87,1,1,1,13122860.87,1,1,0,12704456.87,1,1,1
1013,Bandung,31,37000000,124795697.1,1,1,1,125042280.1,2,1,1,125042280.1,3,1,0,125074955.1,3,1,1
1013,Bandung,58,16000000,24403458.38,1,0,1,24308933.38,1,0,1,24801481.38,1,0,1,24801481.38,2,1,0
1015,Bandung,64,29000000,0.0,2,1,0,0.0,3,1,0,0.0,3,1,0,203654.12,3,1,1
1013,Bandung,36,52000000,34042542.38,1,1,0,34409391.38,2,1,1,33963918.38,2,1,1,34286003.38,2,1,1
1012,Bandung,39,26000000,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0,990098.52,1,1,1
1012,Bandung,65,27000000,156452317.8,1,1,1,156764687.8,1,1,1,156812415.8,1,1,1,156812415.8,1,1,0
1015,Bandung,67,25000000,141879598.9,1,1,1,141395025.9,1,1,1,140924435.9,1,1,1,140924435.9,2,1,0
1013,Bandung,55,29000000,124640385.1,1,1,1,124818103.1,1,1,1,125034989.1,1,1,1,125461832.1,1,1,1
1011,Bandung,34,47000000,17950717.65,1,1,0,17850587.65,1,1,1,17572877.65,1,1,1,17268340.65,1,1,1
1015,Bandung,38,54000000,156840047.3,2,1,1,157087511.3,2,1,1,157566878.3,2,1,1,158007516.3,2,1,1
1012,Bandung,22,15000000,28159085.88,2,1,1,28072707.88,2,1,1,28072707.88,2,1,0,28072707.88,2,1,0
1011,Bandung,40,27000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1015,Bandung,63,25000000,47342501.58,2,1,0,47342501.58,2,1,0,47480737.58,2,1,1,47480737.58,2,1,0
1011,Bandung,31,21000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1012,Bandung,42,45000000,0.0,1,1,0,516831.44,1,1,1,504543.44,1,1,1,504543.44,1,1,0
1014,Bandung,36,20000000,44462989.12,2,1,1,44319240.12,2,1,1,43963713.12,2,1,1,43963713.12,3,1,0
1015,Bandung,63,21000000,63593859.98,1,1,0,63943869.98,1,1,1,64336319.98,2,1,1,64336319.98,2,1,0
1011,Bandung,25,20000000,152126046.9,1,1,0,152278313.9,1,1,1,152278313.9,1,1,0,152135250.9,1,1,1
1013,Bandung,59,22000000,18302997.36,1,1,1,18075307.36,1,1,1,17960885.36,1,1,1,17845980.36,1,1,1
1015,Bandung,46,20000000,0.0,1,1,1,0.0,1,1,0,0.0,2,1,0,857006.48,3,1,1
1012,Bandung,58,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1014,Bandung,28,40000000,111241546.0,1,0,0,111241546.0,1,0,0,111241546.0,1,0,0,111686563.0,1,1,1
1013,Bandung,61,22000000,148851891.9,1,1,0,148960418.9,2,1,1,148468728.9,2,1,1,148267311.9,2,1,1
1013,Bandung,30,21000000,13739451.72,1,1,1,13700384.72,1,1,1,13700384.72,1,1,0,13700384.72,2,1,0
1015,Bandung,62,28000000,167759586.5,1,1,0,167759586.5,1,1,0,167661007.5,1,1,1,167661007.5,1,1,0
1015,Bandung,44,25000000,0.0,1,1,1,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0
1012,Bandung,47,21000000,100897693.1,2,1,0,101105400.1,2,1,1,101231308.1,2,1,1,101023689.1,2,1,1
1013,Bandung,46,16000000,62717716.22,1,1,1,62950476.22,1,1,1,62597872.22,1,1,1,62297265.22,1,1,1
1012,Bandung,24,17000000,22229743.03,1,1,1,22553196.03,2,1,1,22118632.03,2,1,1,21959630.03,2,1,1
1012,Bandung,58,21000000,92975213.26,4,1,0,92555881.26,4,1,1,92664538.26,4,1,1,92538450.26,4,1,1
1015,Bandung,68,17000000,0.0,1,1,1,344178.54,1,1,1,699377.54,1,1,1,201409.54,1,1,1
1014,Bandung,48,25000000,36768843.85,1,0,0,36839967.85,1,0,1,36610217.85,1,0,1,36740353.85,1,1,1
1015,Bandung,30,16000000,0.0,2,1,0,0.0,2,1,0,1124383.76,2,1,1,1124383.76,2,1,0
1014,Bandung,33,35000000,116128359.0,1,1,1,116128359.0,1,1,0,116287306.0,1,1,1,116577234.0,1,1,1
1012,Bandung,33,23000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1015,Bandung,40,27000000,144874613.0,1,1,1,145061134.0,1,1,1,144808548.0,1,1,1,145029115.0,1,1,1
1014,Bandung,27,35000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,435759.78,2,1,1
1012,Bandung,31,36000000,181963157.4,1,1,1,181963157.4,1,1,0,182190436.4,1,1,1,182457771.4,1,1,1
1011,Bandung,63,20000000,0.0,1,1,1,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0
1015,Bandung,42,25000000,22269865.29,2,1,0,22576165.29,2,1,1,22576165.29,2,1,0,22874552.29,2,1,1
1013,Bandung,24,16000000,80002947.7,1,0,0,80335500.7,1,0,1,80335500.7,1,0,0,80335500.7,1,1,0
1015,Bandung,47,22000000,138576350.9,1,1,0,138092749.9,1,1,1,138092749.9,1,1,0,137922339.9,1,1,1
1015,Bandung,69,26000000,204351127.4,1,1,0,204391731.4,1,1,1,204391731.4,1,1,0,204391731.4,1,1,0
1013,Bandung,67,16000000,25517248.27,1,1,1,25517248.27,1,1,0,25517248.27,1,1,0,25517248.27,1,1,0
1014,Bandung,36,29000000,170354388.1,2,1,1,170392726.1,2,1,1,170392726.1,2,1,0,170392726.1,3,1,0
1014,Bandung,63,20000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1012,Bandung,53,29000000,0.0,2,1,1,0.0,2,1,0,591026.5,2,1,1,349716.5,2,1,1
1014,Bandung,41,34000000,41014933.85,1,1,0,41274085.85,1,1,1,41380063.85,1,1,1,40980156.85,1,1,1
1013,Bandung,53,19000000,132296117.1,1,1,1,132296117.1,1,1,0,132296117.1,1,1,0,132265982.1,1,1,1
1014,Bandung,50,16000000,92496339.93,1,1,0,92880677.93,1,1,1,92880677.93,1,1,0,92690238.93,1,1,1
1013,Bandung,27,33000000,172507015.6,1,1,1,172373774.6,1,1,1,172505345.6,1,1,1,172720501.6,1,1,1
1011,Bandung,51,23000000,80327283.98,2,1,1,80399216.98,2,1,1,80662738.98,2,1,1,80662738.98,2,1,0
1011,Bandung,65,20000000,102918443.0,2,1,0,103010493.0,2,1,1,103010493.0,2,1,0,103010493.0,3,1,0
1014,Bandung,69,0,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1013,Bandung,38,46000000,11980079.95,1,1,1,11980079.95,1,1,0,11980079.95,2,1,0,11916061.95,2,1,1
1012,Bandung,34,60000000,0.0,2,1,1,0.0,3,1,0,0.0,3,1,0,0.0,3,1,0
1011,Bandung,39,47000000,12768741.65,1,1,1,13198966.65,1,1,1,13198966.65,1,1,0,13604442.65,1,1,1
1011,Bandung,50,20000000,69329559.46,1,1,0,68906056.46,2,1,1,68940812.46,2,1,1,68818288.46,2,1,1
1015,Bandung,27,19000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,522075.24,2,1,1
1012,Bandung,26,25000000,27660836.08,1,1,0,27660836.08,1,1,0,27801670.08,2,1,1,28094739.08,2,1,1
1014,Bandung,56,15000000,51654451.07,1,1,0,51798863.07,1,1,1,51858634.07,1,1,1,51858634.07,1,1,0
1011,Bandung,52,25000000,14059901.99,2,1,0,14123175.99,2,1,1,14470703.99,2,1,1,14188904.99,3,1,1
1014,Bandung,62,16000000,104029463.2,1,1,0,104242604.2,1,1,1,104242604.2,1,1,0,104242604.2,1,1,0
1012,Bandung,36,45000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1011,Bandung,63,16000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,514353.98,2,1,1
1013,Bandung,67,26000000,0.0,2,1,0,664753.7,3,1,1,724459.7,3,1,1,612858.7,4,1,1
1015,Bandung,49,20000000,69988130.35,1,1,0,69513190.35,1,1,1,69973266.35,1,1,1,70342469.35,1,1,1
1012,Bandung,52,23000000,0.0,2,1,1,0.0,3,1,0,0.0,3,1,0,1221651.54,3,1,1
1013,Bandung,34,21000000,33490387.62,1,1,0,33290754.62,1,1,1,33264518.62,1,1,1,33264518.62,1,1,0
1013,Bandung,66,24000000,0.0,4,1,1,0.0,4,1,0,0.0,4,1,0,0.0,4,1,0
1015,Bandung,30,25000000,61616494.66,1,1,0,61241508.66,1,1,1,61241508.66,1,1,0,61241508.66,2,1,0
1013,Bandung,28,39000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1011,Bandung,23,17000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0
1015,Bandung,59,26000000,176659640.3,2,1,0,176290030.3,2,1,1,176290030.3,2,1,0,176290030.3,2,1,0
1015,Bandung,24,21000000,17543891.24,1,1,0,17543891.24,2,1,0,17306756.24,2,1,1,17306756.24,2,1,0
1012,Bandung,58,18000000,115612373.6,2,1,0,115612373.6,2,1,0,115612373.6,2,1,0,115587735.6,2,1,1
1011,Bandung,26,34000000,80572311.79,1,0,0,80572311.79,1,0,0,80572311.79,1,0,0,80651505.79,1,1,1
1013,Bandung,42,57000000,179233352.5,1,1,1,179233352.5,1,1,0,179003420.5,1,1,1,178521107.5,1,1,1
1014,Bandung,46,28000000,29591242.56,2,1,1,29415121.56,2,1,1,29010417.56,2,1,1,29408059.56,2,1,1
1015,Bandung,59,29000000,123250201.0,2,1,0,123145210.0,2,1,1,123145210.0,2,1,0,123481959.0,2,1,1
1011,Bandung,59,19000000,50766592.75,1,1,1,50766592.75,1,1,0,50336924.75,1,1,1,50336924.75,1,1,0
1012,Bandung,42,25000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,1391472.16,2,1,1
1013,Bandung,70,28000000,87574141.92,2,0,0,87574141.92,2,0,0,87095365.92,2,0,1,87095365.92,2,1,0
1015,Bandung,32,35000000,73596596.16,2,1,1,73898288.16,2,1,1,73898288.16,2,1,0,73898288.16,2,1,0
1011,Bandung,45,57000000,7231239.6,2,1,0,7626059.6,2,1,1,7626059.6,2,1,0,7271903.6,2,1,1
1014,Bandung,51,19000000,0.0,2,1,0,0.0,2,1,0,1481408.04,2,1,1,1283461.04,2,1,1
1013,Bandung,49,26000000,135753965.9,1,1,0,135753965.9,1,1,0,135753965.9,1,1,0,135269323.9,1,1,1
1013,Bandung,51,15000000,112375431.7,1,1,0,112375431.7,1,1,0,112640594.7,1,1,1,112640594.7,1,1,0
1011,Bandung,47,28000000,137442622.4,1,1,1,137137604.4,1,1,1,137615637.4,1,1,1,137615637.4,1,1,0
1012,Bandung,33,13000000,134118572.5,2,1,1,134038746.5,2,1,1,134038746.5,2,1,0,134510297.5,2,1,1
1012,Bandung,67,15000000,129161775.7,1,1,1,128672432.7,2,1,1,128672432.7,2,1,0,128258949.7,2,1,1
1014,Bandung,23,21000000,33029698.86,1,1,1,33193371.86,1,1,1,32798871.86,2,1,1,32567745.86,2,1,1
1011,Bandung,61,28000000,41069336.3,1,1,0,41069336.3,1,1,0,41069336.3,1,1,0,41069336.3,1,1,0
1012,Bandung,37,59000000,65066939.21,1,1,1,65522316.21,1,1,1,65522316.21,2,1,0,65490365.21,2,1,1
1012,Bandung,41,21000000,46695364.61,1,1,1,46452165.61,1,1,1,46868243.61,1,1,1,47266422.61,1,1,1
1013,Bandung,39,57000000,0.0,2,1,1,0.0,2,1,0,1313706.92,2,1,1,1451790.92,3,1,1
1011,Bandung,41,14000000,0.0,2,1,1,1214401.28,2,1,1,782986.28,2,1,1,1079643.28,3,1,1
1012,Bandung,65,16000000,29753225.1,1,0,1,30018157.1,1,0,1,30111892.1,1,0,1,30251688.1,1,1,1
1015,Bandung,59,18000000,76502792.78,1,1,1,77000429.78,1,1,1,77098534.78,1,1,1,76876988.78,1,1,1
1011,Bandung,24,8000000,19096107.36,1,1,0,18946524.36,1,1,1,18842535.36,1,1,1,19267105.36,1,1,1
1013,Bandung,49,22000000,10559729.38,1,1,1,10304544.38,1,1,1,10762436.38,1,1,1,10836604.38,1,1,1
1012,Bandung,43,43000000,109786916.2,1,1,0,110205271.2,1,1,1,109969365.2,1,1,1,109969365.2,1,1,0
1011,Bandung,31,35000000,92954221.86,4,0,1,92954221.86,4,0,0,92921564.86,4,0,1,92879173.86,4,1,1
1015,Bandung,27,17000000,74540845.73,2,1,0,74980093.73,3,1,1,74682833.73,3,1,1,75122787.73,3,1,1
1012,Bandung,32,40000000,188350958.6,1,1,1,188149538.6,1,1,1,188129519.6,1,1,1,187667460.6,1,1,1
1013,Bandung,56,16000000,122343920.9,1,1,0,122343920.9,2,1,0,122461281.9,2,1,1,122305097.9,2,1,1
1013,Bandung,39,42000000,0.0,2,1,1,251225.12,2,1,1,558700.12,2,1,1,558700.12,2,1,0
1011,Bandung,32,26000000,63095283.0,1,1,1,63362233.0,1,1,1,63461372.0,1,1,1,63461372.0,1,1,0
1013,Bandung,26,22000000,144236782.2,2,1,1,143878135.2,2,1,1,143861549.2,2,1,1,143861549.2,3,1,0
1012,Bandung,70,25000000,97025920.8,1,0,0,97318267.8,1,0,1,97318267.8,1,0,0,97318267.8,1,1,0
1012,Bandung,42,57000000,117322308.0,1,0,0,117348670.0,1,0,1,117348670.0,1,0,0,117348670.0,1,1,0
1015,Bandung,55,23000000,87060391.32,1,1,0,87427836.32,2,1,1,87495872.32,2,1,1,87550425.32,2,1,1
1013,Bandung,29,18000000,103153611.1,1,1,1,102919148.1,1,1,1,103123884.1,1,1,1,103123884.1,1,1,0
1014,Bandung,53,16000000,74897973.15,1,1,0,74441883.15,1,1,1,74441883.15,1,1,0,74880483.15,1,1,1
1011,Bandung,53,18000000,106452530.9,2,1,0,105988724.9,3,1,1,105769486.9,3,1,1,105606539.9,4,1,1
1011,Bandung,51,16000000,73621095.11,1,1,0,73825269.11,1,1,1,73451909.11,1,1,1,73508061.11,2,1,1
1012,Bandung,53,30000000,33381024.08,2,1,1,33381024.08,2,1,0,33532163.08,2,1,1,33698964.08,2,1,1
1014,Bandung,65,17000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,593064.36,2,1,1
1011,Bandung,59,19000000,0.0,3,0,0,1043830.2,3,0,1,1043830.2,3,0,0,848314.2,3,1,1
1013,Bandung,41,37000000,152485889.8,2,1,1,152262278.8,2,1,1,152262278.8,2,1,0,152051628.8,3,1,1
1012,Bandung,43,18000000,40856159.79,1,1,1,40631465.79,1,1,1,40663526.79,2,1,1,40632350.79,2,1,1
1013,Bandung,45,36000000,110468510.3,2,1,0,110658590.3,2,1,1,111109244.3,2,1,1,111205704.3,2,1,1
1013,Bandung,53,24000000,38497488.38,1,1,0,38245246.38,1,1,1,38412179.38,1,1,1,38022092.38,1,1,1
1013,Bandung,40,49000000,146277417.2,1,1,1,146277417.2,1,1,0,146399821.2,1,1,1,146115370.2,1,1,1
1013,Bandung,48,27000000,34385531.07,1,1,0,34777701.07,1,1,1,34877002.07,1,1,1,34561821.07,1,1,1
1014,Bandung,46,21000000,178575426.1,2,1,0,178749220.1,2,1,1,179067627.1,2,1,1,179149196.1,3,1,1
1014,Bandung,28,23000000,101749724.6,2,1,1,101944039.6,2,1,1,102021759.6,2,1,1,101746394.6,2,1,1
1015,Bandung,40,56000000,104771173.6,3,1,0,104771173.6,3,1,0,104578938.6,3,1,1,104381791.6,3,1,1
1013,Bandung,26,12000000,77822787.16,2,1,1,77538621.16,2,1,1,77633552.16,2,1,1,77633552.16,2,1,0
1012,Bandung,27,21000000,102202863.0,1,0,0,102202863.0,1,0,0,102524891.0,1,0,1,102366088.0,1,1,1
1013,Bandung,64,23000000,48548137.46,1,1,0,48694713.46,1,1,1,48992685.46,1,1,1,48503920.46,1,1,1
1015,Bandung,60,29000000,163261212.7,2,1,0,163261212.7,2,1,0,163261212.7,2,1,0,163440378.7,2,1,1
1013,Bandung,22,20000000,0.0,1,1,1,0.0,1,1,0,0.0,1,1,0,0.0,1,1,0
1013,Bandung,64,0,46867253.41,1,1,1,46592515.41,1,1,1,46437052.41,1,1,1,46688174.41,1,1,1
1013,Bandung,50,23000000,4742734.71,1,1,0,4507734.71,1,1,1,4305815.71,1,1,1,4113096.71,1,1,1
1011,Bandung,47,21000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,867045.06,2,1,1
1014,Bandung,51,29000000,0.0,2,1,1,0.0,2,1,0,0.0,2,1,0,422119.62,3,1,1
1011,Bandung,37,36000000,36203393.27,1,1,1,36459818.27,1,1,1,36561152.27,1,1,1,36561152.27,1,1,0
1011,Bandung,24,9000000,28166796.42,2,1,1,28665494.42,2,1,1,29062486.42,2,1,1,28691744.42,2,1,1
1015,Bandung,29,21000000,167057621.0,1,1,1,167133007.0,1,1,1,167133007.0,1,1,0,167371525.0,1,1,1
1012,Bandung,23,4000000,82837369.3,1,1,0,82837369.3,1,1,0,82837369.3,1,1,0,83139814.3,1,1,1
1015,Bandung,48,26000000,123964170.8,2,1,0,124328061.8,3,1,1,124617374.8,3,1,1,125077715.8,3,1,1
1012,Bandung,36,21000000,0.0,2,1,0,0.0,2,1,0,0.0,2,1,0,754664.46,3,1,1
1013,Bandung,58,17000000,0.0,2,1,0,101569.58,2,1,1,195813.58,2,1,1,195813.58,2,1,0
1013,Bandung,55,26000000,36557898.8,1,1,0,36557898.8,1,1,0,36557898.8,2,1,0,36557898.8,2,1,0
1015,Bandung,54,15000000,0.0,1,1,1,0.0,1,1,0,0.0,1,1,0,972753.16,2,1,1
1014,Bandung,22,14000000,33999745.75,2,1,1,34402061.75,3,1,1,34402061.75,3,1,0,34402061.75,3,1,0
1015,Bandung,29,13000000,86822658.44,2,1,0,86541853.44,2,1,1,86541853.44,2,1,0,86087582.44,2,1,1
1013,Bandung,25,18000000,109803298.4,2,1,1,109750451.4,2,1,1,109750451.4,2,1,0,110166815.4,2,1,1
1015,Bandung,28,23000000,0.0,2,1,1,0.0,2,1,0,0.0,3,1,0,0.0,3,1,0
1013,Bandung,49,16000000,51858488.32,1,1,1,51395514.32,1,1,1,51698881.32,1,1,1,51698881.32,1,1,0
1015,Bandung,35,47000000,117832241.3,1,0,1,117928219.3,1,0,1,117928219.3,1,0,0,117643326.3,1,1,1
1013,Bandung,44,45000000,63731778.18,1,1,0,63731778.18,1,1,0,63379959.18,1,1,1,63270873.18,1,1,1
1014,Bandung,70,27000000,168871235.0,2,1,1,168871235.0,2,1,0,168738583.0,2,1,1,168418312.0,2,1,1
1011,Bandung,28,17000000,0.0,2,1,1,788438.3,2,1,1,350943.3,3,1,1,73227.3,3,1,1
1015,Bandung,42,52000000,132725356.1,2,1,1,132912116.1,3,1,1,133132759.1,3,1,1,133551036.1,3,1,1
1012,Bandung,59,25000000,59167605.12,2,1,0,59447256.12,2,1,1,59447256.12,2,1,0,59132090.12,2,1,1
1013,Bandung,35,47000000,0.0,1,1,1,0.0,1,1,0,0.0,1,1,0,148402.68,1,1,1
1013,Bandung,55,18000000,55665017.0,1,1,0,55601293.0,1,1,1,55601293.0,1,1,0,55883192.0,1,1,1
